id,name,genes
ICDHy,isocitrate dehydrogenase NADP ,frozenset({<Gene YALI0F04095g at 0x7f4133840bd0>})
PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase yeast specific,frozenset({<Gene YALI0E12441g at 0x7f4133809590>})
ICDHyp,Isocitrate dehydrogenase NADP ,frozenset({<Gene YALI0F04095g at 0x7f4133840bd0>})
ICL,Isocitrate lyase,"frozenset({<Gene YALI0C16885g at 0x7f4133809810>, <Gene YALI0F31999g at 0x7f4133809a50>})"
ID3ACALDtm,indole 3 acetaldehyde mitochondrial transport via diffusion,frozenset()
IG3PS,Imidazole glycerol 3 phosphate synthase,frozenset({<Gene YALI0C07128g at 0x7f4133809910>})
IGPDH,imidazoleglycerol phosphate dehydratase,frozenset({<Gene YALI0E33957g at 0x7f4133809950>})
PSERDm_SC,phosphatidylserine decarboxylase yeast specific mitochondrial,"frozenset({<Gene YALI0D21604g at 0x7f4133809b10>, <Gene YALI0D03480g at 0x7f4133809ad0>})"
PSERS_SC,phosphatidylserine synthase yeast specific,frozenset({<Gene YALI0D08514g at 0x7f4133809b90>})
ILETAm,isoleucine transaminase mitochondrial,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
ILETRS,Isoleucyl tRNA synthetase,"frozenset({<Gene YALI0A00264g at 0x7f4133809d10>, <Gene YALI0C10780g at 0x7f41338099d0>})"
ILETRSm,isoleucyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0A00264g at 0x7f4133809d10>, <Gene YALI0C10780g at 0x7f41338099d0>})"
ILEt2r,L isoleucine reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
IMPC,IMP cyclohydrolase,frozenset({<Gene YALI0D24409g at 0x7f41338370d0>})
IMPD,IMP dehydrogenase,frozenset({<Gene YALI0D21530g at 0x7f4133809dd0>})
IND3ACtm,indole 3 acetate mitochondrial transport via diffusion,frozenset()
INDPYRD,Indole 3 pyruvate decarboxylase,frozenset({<Gene YALI0D06930g at 0x7f4133809f90>})
INSK,insosine kinase,frozenset()
ASPCTn,aspartate carbamoyltransferase nuclear,frozenset({<Gene YALI0E09493g at 0x7f4133830a10>})
INSt2,inosine transport in via proton symport,frozenset()
IPCS124_SC,Inositol phosphorylceramide synthase ceramide 1 24C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
IPCS126_SC,Inositol phosphorylceramide synthase ceramide 1 26C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
IPCS224_SC,Inositol phosphorylceramide synthase ceramide 2 24C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
IPCS226_SC,Inositol phosphoryceramide synthase ceramide 2 26C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
IPCS324_SC,Inositol phosphorylceramide synthase ceramide 3 24C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
IPCS326_SC,Inositol phosphorylceramide synthase ceramide 3 26C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
IPDDI,isopentenyl diphosphate D isomerase,frozenset({<Gene YALI0F04015g at 0x7f4133809e90>})
DHORD4,dihydoorotic acid ubiquinone 6 ,frozenset()
DHORTSn,dihydroorotase nuclear,frozenset({<Gene YALI0F22781g at 0x7f4133858c10>})
OMPDC,orotidine 5 phosphate decarboxylase,frozenset()
IPPS,2 isopropylmalate synthase,frozenset({<Gene YALI0B07447g at 0x7f4133809f10>})
ORPT,orotate phosphoribosyltransferase,frozenset({<Gene YALI0F21527g at 0x7f4133809e50>})
ITCOALm,Itaconate CoA ligase ADP forming mitochondrial,"frozenset({<Gene YALI0D04741g at 0x7f4133810210>, <Gene YALI0E24013g at 0x7f4133809fd0>})"
TMDS,thymidylate synthase,frozenset({<Gene YALI0C10901g at 0x7f4133809cd0>})
ACS,acetyl CoA synthetase,frozenset({<Gene YALI0F05962g at 0x7f41338102d0>})
KYN,kynureninase,frozenset({<Gene YALI0B22902g at 0x7f4133809310>})
KYN3OX,kynurenine 3 monooxygenase,frozenset({<Gene YALI0D09867g at 0x7f41338101d0>})
Kt2r,potassium reversible transport via proton symport,frozenset()
HCITSm,homocitrate synthase,frozenset({<Gene YALI0F31075g at 0x7f4133810150>})
LEUTAm,leucine transaminase mitochondrial,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
LEUTRS,Leucyl tRNA synthetase,"frozenset({<Gene YALI0E24607g at 0x7f4133810190>, <Gene YALI0F02299g at 0x7f4133810450>})"
LEUTRSm,leucyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0E24607g at 0x7f4133810190>, <Gene YALI0F02299g at 0x7f4133810450>})"
LEUt2r,L leucine reversible transport via proton symport,"frozenset({<Gene YALI0C00451g at 0x7f4133837510>, <Gene YALI0B16522g at 0x7f41338374d0>, <Gene YALI0D15422g at 0x7f413382b650>})"
LGTHL,lactoylglutathione lyase,frozenset({<Gene YALI0E24057g at 0x7f4133810690>})
C14STR,C 14 sterol reductase,frozenset({<Gene YALI0B23298g at 0x7f4133810590>})
C24STRer,C s24 sterol reductase endoplamic reticular,frozenset({<Gene YALI0D19206g at 0x7f4133810710>})
LPP_SC,lipid phosphate phosphatase yeast specific,frozenset({<Gene YALI0B14531g at 0x7f4133800f90>})
LYSTRS,Lysyl tRNA synthetase,"frozenset({<Gene YALI0F16291g at 0x7f4133810490>, <Gene YALI0D23639g at 0x7f4133810390>})"
LYSTRSm,Lysyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0F16291g at 0x7f4133810490>, <Gene YALI0D23639g at 0x7f4133810390>})"
LYSt2m,Lysine mitochondrial transport via proton symport,frozenset()
LYSt2r,L lysine reversible transport via proton symport,"frozenset({<Gene YALI0B19338g at 0x7f4133840510>, <Gene YALI0B16522g at 0x7f41338374d0>})"
L_LACDm,L Lactate dehydrogenase mitochondrial,frozenset({<Gene YALI0E21307g at 0x7f4133810890>})
L_LACt2r,L lactate reversible transport via proton symport,frozenset({<Gene YALI0D24607g at 0x7f4133810650>})
M1PD,mannitol 1 phosphate 5 dehydrogenase,frozenset()
MACACI,maleylacetoacetate isomerase,frozenset()
MALOAAtp,malateoxaloacetate shuttle,frozenset()
MALSp,malate synthase,"frozenset({<Gene YALI0D19140g at 0x7f4133810790>, <Gene YALI0E15708g at 0x7f4133810990>})"
MALT,alpha glucosidase,frozenset({<Gene YALI0C06798g at 0x7f41337f1b10>})
MALTt2,maltose transport in via proton symport,frozenset({<Gene YALI0A14212g at 0x7f41338108d0>})
MALt2r,L malate reversible transport via proton symport,frozenset()
MALtm,malate transport mitochondrial,frozenset({<Gene YALI0B03344g at 0x7f4133858f10>})
C3STDH1,C 3 sterol dehydrogenase 4 methylzymosterol ,frozenset({<Gene YALI0C22165g at 0x7f4133810750>})
C3STDH2,C 3 sterol dehydrogenase zymosterol ,frozenset({<Gene YALI0C22165g at 0x7f4133810750>})
C3STKR1,C 3 sterol keto reductase 4 methylzymosterol ,frozenset({<Gene YALI0B17644g at 0x7f4133810a10>})
MANt2,D mannose transport in via proton symport,"frozenset({<Gene YALI0D18876g at 0x7f41337e1c10>, <Gene YALI0A08998g at 0x7f41337e1e10>, <Gene YALI0A01958g at 0x7f41337e1e50>, <Gene YALI0B00396g at 0x7f41337e1c50>, <Gene YALI0D00132g at 0x7f41337e1c90>, <Gene YALI0E23287g at 0x7f41337e1d10>, <Gene YALI0B01342g at 0x7f41337e1d50>, <Gene YALI0D01111g at 0x7f41337e1b50>})"
C3STKR2,C 3 sterol keto reductase zymosterol ,frozenset({<Gene YALI0B17644g at 0x7f4133810a10>})
MCOATA,Malonyl CoA ACP transacylase,"frozenset({<Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0B19382g at 0x7f4133848fd0>})"
MCOATAm,Malonyl CoA ACP transacylase mitochondrial,frozenset()
C4STMO1,C 4 sterol methyl oxidase 4 4 dimethylzymosterol ,frozenset({<Gene YALI0F11297g at 0x7f4133810e10>})
C4STMO2,C 4 sterol methyl oxidase 4 methylzymosterol ,frozenset({<Gene YALI0F11297g at 0x7f4133810e10>})
MDHp,malate dehydrogenase peroxisomal,frozenset({<Gene YALI0E14190g at 0x7f41337f1c90>})
ME1m,malic enzyme NAD mitochondrial,frozenset({<Gene YALI0E18634g at 0x7f4133810dd0>})
ME2m,malic enzyme NADP mitochondrial,frozenset({<Gene YALI0E18634g at 0x7f4133810dd0>})
MELIBt2,melibiose transport in via symport,frozenset()
METAT,methionine adenosyltransferase,frozenset({<Gene YALI0B14509g at 0x7f4133810e90>})
METB1,metb1,frozenset({<Gene YALI0D17402g at 0x7f4133810b50>})
CHLSTI,cholestenol delta isomerase lumped reaction,frozenset()
METTRS,Methionyl tRNA synthetase,"frozenset({<Gene YALI0F29843g at 0x7f4133810b90>, <Gene YALI0D03619g at 0x7f4133810d90>})"
METTRSm,methionyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0F29843g at 0x7f4133810b90>, <Gene YALI0D03619g at 0x7f4133810d90>})"
METt2m,methionine mitochondrial transport via proton symport,frozenset()
METt2r,L methionine reversible transport via proton symport,"frozenset({<Gene YALI0F25795g at 0x7f4133810c50>, <Gene YALI0B16522g at 0x7f41338374d0>})"
MEVK1,mevalonate kinase atp ,frozenset({<Gene YALI0B16038g at 0x7f4133810c90>})
MEVK2,mevalonate kinase ctp ,frozenset({<Gene YALI0B16038g at 0x7f4133810c90>})
MEVK3,mevalonate kinase gtp ,frozenset({<Gene YALI0B16038g at 0x7f4133810c90>})
DPMVD,diphosphomevalonate decarboxylase,frozenset({<Gene YALI0F05632g at 0x7f4133810b10>})
LNS14DM,cytochrome P450 lanosterol 14 alpha demethylase NADP ,frozenset({<Gene YALI0B05126G at 0x7f4133810e50>})
MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,frozenset({<Gene YALI0E12683g at 0x7f4133810d10>})
MI1PP,myo inositol 1 phosphatase,frozenset({<Gene YALI0D04378g at 0x7f4133810910>})
MI1PS,myo Inositol 1 phosphate synthase,frozenset({<Gene YALI0B04312g at 0x7f4133810fd0>})
MIP2CS124_SC,mannose inositol P 2 ceramide synthase ceramide 1 24C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
MIP2CS126_SC,mannose inositol P 2 ceramide synthase ceramide 1 26C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
MIP2CS226_SC,mannose inositol P 2 ceramide synthase ceramide 2 24C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
MIP2CS324_SC,mannose inositol P 2 ceramide synthase ceramide 3 24C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
MIP2CS326_SC,mannose inositol P 2 ceramide synthase ceramide 3 26C yeast specific,frozenset({<Gene YALI0E16434g at 0x7f4133809f50>})
MLTHFtm,5 10 Methylenetetrahydrofolate transport diffusion mitochondrial,frozenset()
MMETt2,S methylmethionine permease,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
MOHMT,3 methyl 2 oxobutanoate hydroxymethyltransferase,frozenset({<Gene YALI0B18898g at 0x7f4133819090>})
LNSTLS,lanosterol synthase,frozenset({<Gene YALI0F04378p at 0x7f4133810f90>})
MEVK4,mevalonate kinase utp ,frozenset({<Gene YALI0B16038g at 0x7f4133810c90>})
PMEVK,phosphomevalonate kinase,frozenset({<Gene YALI0E06193g at 0x7f41338191d0>})
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,"frozenset({<Gene YALI0F23793g at 0x7f4133837dd0>, <Gene YALI0C03025g at 0x7f413382b690>, <Gene YALI0E00264g at 0x7f4133837c50>, <Gene YALI0B01298g at 0x7f4133837cd0>})"
NADDPp,NAD diphosphatase peroxisomal,frozenset({<Gene YALI0F08283g at 0x7f4133819490>})
SQLEr,Squalene epoxidase endoplasmic reticular NADP ,"frozenset({<Gene YALI0E15730g at 0x7f4133819310>, <Gene YALI0D04422g at 0x7f41338192d0>})"
NADH2_u6m,NADH dehydrogenase mitochondrial,"frozenset({<Gene YALI0F02123g at 0x7f41337f6810>, <Gene YALI0D00737g at 0x7f41337f6710>, <Gene YALI0B00792g at 0x7f41337f6790>, <Gene YALI0E05599g at 0x7f41337f6750>, <Gene YALI0B20372g at 0x7f41337f67d0>, <Gene YALI0D05467g at 0x7f41337f6690>, <Gene YALI0F00924g at 0x7f41337f66d0>})"
NADK,NAD kinase,"frozenset({<Gene YALI0E27874g at 0x7f4133819550>, <Gene YALI0E17963g at 0x7f4133819650>})"
NADKm,NAD kinase mitochondrial,"frozenset({<Gene YALI0E17963g at 0x7f4133819650>, <Gene YALI0E27874g at 0x7f4133819550>})"
NADN,NAD nucleosidase,frozenset()
NADNm,NAD nucleosidase mitochondrial,frozenset()
NADPPPS,NADP phosphatase,frozenset()
NADPPPSm,NADP phosphatase,frozenset()
NADS1,NAD synthase nh3 ,frozenset({<Gene YALI0A20108g at 0x7f4133819690>})
NADS1m,NAD synthase nh3 mitochondrial,frozenset({<Gene YALI0A20108g at 0x7f4133819690>})
NAPRT,NAPRTase,frozenset({<Gene YALI0B00220g at 0x7f4133819710>})
NAPRTm,NAPRTase mitochondrial,frozenset({<Gene YALI0B00220g at 0x7f4133819710>})
NAt3_1,sodium proton antiporter HNA is 11 ,frozenset({<Gene YALI0C00759g at 0x7f4133819610>})
NDP3,nucleoside diphosphatase GDP ,frozenset({<Gene YALI0C17941g at 0x7f41338195d0>})
NDP3g,nucleoside diphosphatase GDP Golgi,frozenset({<Gene YALI0C17941g at 0x7f41338195d0>})
NDP4,nucleoside diphosphatase dGDP ,frozenset({<Gene YALI0C17941g at 0x7f41338195d0>})
NDPK1,nucleoside diphosphate kinase ATPGDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK2,nucleoside diphosphate kinase ATPUDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK3,nucleoside diphosphate kinase ATPCDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK4,nucleoside diphosphate kinase ATPdTDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK5,nucleoside diphosphate kinase ATPdGDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK6,nucleoside diphosphate kinase ATPdUDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK7,nucleoside diphosphate kinase ATPdCDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK8,nucleoside diphosphate kinase ATPdADP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
NDPK9,nucleoside diphosphate kinase ATPIDP ,frozenset({<Gene YALI0F09229g at 0x7f41338198d0>})
SQLS,Squalene synthase,frozenset({<Gene YALI0A10076g at 0x7f4133819890>})
AASAD2,L aminoadipate semialdehyde dehydrogenase NADH ,frozenset({<Gene YALI0E06457g at 0x7f413382b490>})
NH4tp,ammonia peroxisomal transport,frozenset()
NMNAT,nicotinamide nucleotide adenylyltransferase,frozenset({<Gene YALI0E25652g at 0x7f41338196d0>})
NMNATm,nicotinamide nucleotide adenylyltransferase mitochondrial,frozenset({<Gene YALI0E25652g at 0x7f41338196d0>})
NMNTP,nmntp,frozenset()
NMNt2m,NMN mitochondrial transport via proton symport,frozenset()
NMNt2p,NMN peroxisomal transport via proton symport,frozenset()
NNAMr,nicotinamidase reversible,frozenset({<Gene YALI0A21153g at 0x7f41338199d0>})
NNAMrm,nicotinamidase reversible mitochondrial,frozenset({<Gene YALI0A21153g at 0x7f41338199d0>})
NNAT,nicotinate nucleotide adenylyltransferase,frozenset({<Gene YALI0E25652g at 0x7f41338196d0>})
NNATm,nicotinate nucleotide adenylyltransferase mitochondrial,frozenset({<Gene YALI0E25652g at 0x7f41338196d0>})
NNDPR,nicotinate nucleotide diphosphorylase carboxylating ,frozenset({<Gene YALI0E07073g at 0x7f4133819b50>})
NNDPRm,nicotinate nucleotide diphosphorylase carboxylating mitochondrial,frozenset({<Gene YALI0E07073g at 0x7f4133819b50>})
NTD1,5 nucleotidase dUMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD10,5 nucleotidase XMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD11,5 nucleotidase IMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD2,5 nucleotidase UMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD3,5 nucleotidase dCMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD4,5 nucleotidase CMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD5,5 nucleotidase dTMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD6,5 nucleotidase dAMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD7,5 nucleotidase AMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD8,5 nucleotidase dGMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTD9,5 nucleotidase GMP ,"frozenset({<Gene YALI0A08217g at 0x7f4133819810>, <Gene YALI0C19866g at 0x7f4133819ad0>})"
NTP3,nucleoside triphosphatase GTP ,frozenset({<Gene YALI0C19712g at 0x7f4133819c10>})
NTP4,nucleoside triphosphatase dGTP ,frozenset({<Gene YALI0C19712g at 0x7f4133819c10>})
NTRLASE,nitrilase,"frozenset({<Gene YALI0B07359g at 0x7f4133819d10>, <Gene YALI0F29139g at 0x7f4133819910>})"
NTRLASE2,nitrilase,"frozenset({<Gene YALI0F29139g at 0x7f4133819910>, <Gene YALI0B07359g at 0x7f4133819d10>})"
NTRLASE3,nitrilase,"frozenset({<Gene YALI0F29139g at 0x7f4133819910>, <Gene YALI0B07359g at 0x7f4133819d10>})"
AATA,2 aminoadipate transaminase,frozenset()
HACNHm,homoacontinate hydratase mitochondrial,frozenset({<Gene YALI0E02728g at 0x7f4133819e50>})
HICITDm,homoisocitrate dehydrogenase,frozenset({<Gene YALI0D10593g at 0x7f4133819350>})
OAAt2m,oxaloacetate transport mitochondrial,frozenset({<Gene YALI0E04048g at 0x7f4133819c50>})
MCITDm,2 methylcitrate dehydratase mitochondrial,frozenset({<Gene YALI0F02497g at 0x7f4133819a10>})
OCDCAt,Octadecanoate n C180 transport in via uniport,frozenset()
OCDCEAt,Octadecenoate n C181 transport in via uniport,frozenset()
OCDCYAt,Octadecynoate n C182 transport in via uniport,frozenset()
OCTDP_5tm,all trans Octaprenyl diphosphate,frozenset()
OHPBAT,O Phospho 4 hydroxy L threonine2 oxoglutarate aminotransferase,frozenset({<Gene YALI0F06468g at 0x7f4133858890>})
OHPHM6n,2 octaprenyl 6 hydroxyphenol methylase nuclear,frozenset({<Gene YALI0E00770g at 0x7f4133819f50>})
OMBZLM6m,2 Octaprenyl 6 methoxy benzoquinol methylase mitochodnrial,frozenset({<Gene YALI0C18205g at 0x7f4133819f90>})
OXAGm,non enzymatic reaction,frozenset()
OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
OMMBLHX6m,2 Octaprenyl 3 methyl 6 methoxy 1 4 benzoquinol hydroxylase mitochodnrial,frozenset({<Gene YALI0A09042g at 0x7f4133819fd0>})
SACCD1,saccharopine dehydrogenase NADP L glutamate forming ,frozenset({<Gene YALI0D22891g at 0x7f4133819d90>})
OMPHHX6m,2 octaprenyl 6 methoxyphenol hydroxylase mitochondrial,frozenset()
OPHBDC6,Octaprenyl hydroxybenzoate decarboxylase,frozenset({<Gene YALI0E06413g at 0x7f4133819ed0>})
OPHHX6,2 Octaprenylphenol hydroxylase,frozenset()
ORNDC,Ornithine Decarboxylase,frozenset({<Gene YALI0B11330g at 0x7f41337a2110>})
ORNTA,ornithine transaminase,frozenset({<Gene YALI0C04433g at 0x7f4133819f10>})
SACCD2,saccharopine dehydrogenase NAD L lysine forming ,frozenset({<Gene YALI0B15444g at 0x7f41337a2250>})
ORNt2r,orntithine reversible transport in via proton symport,"frozenset({<Gene YALI0B19338g at 0x7f4133840510>, <Gene YALI0B16522g at 0x7f41338374d0>})"
THRD_Lm,L threonine deaminase mitochondrial,frozenset({<Gene YALI0D02497g at 0x7f41337a22d0>})
DOLPt2er,dolichol phosphate endoplasmic reticular transport via proton symport,frozenset()
ERGSTter,ergosterol endoplasmic reticular transport,frozenset()
OXO2Ctm,2 oxodicarboylate transporter mitochondrial,frozenset({<Gene YALI0D02629g at 0x7f41337a2450>})
P5CDm,1 pyrroline 5 carboxylate dehydrogenase mitochondrial,frozenset()
ERGTETROLter,Ergosta 5 6 22 24 28 tetraen 3beta ol endoplamic reticular transport,frozenset()
PAK_SC,phosphatidate kinase yeast specific,frozenset()
PAN4Ptm,panthetheine 4 phosphate reversible mitochondrial transport,frozenset()
PANTS,pantothenate synthase,frozenset({<Gene YALI0B06006g at 0x7f41337a2150>})
PANTtm,pantothenate mitochondrial transport,frozenset()
G6Pter,glucose 6 phosphate endoplasmic reticular transport via diffusion,frozenset()
PAPt,PAP reversible uniport,frozenset()
PAPtm,Adenosine 3 5 bisphosphate mitochondrial transport,frozenset()
PAtm_SC,phosphatidate reversible transport mitochondrial yeast specific,frozenset()
MANNANter,mannan endoplasmic reticulum transport via diffusion,frozenset()
PCLAD,picolinic acid decarboxylase,frozenset()
PDE1,3 5 cyclic nucleotide phosphodiesterase,"frozenset({<Gene YALI0E32527g at 0x7f41337a2410>, <Gene YALI0A08041g at 0x7f41337a2350>})"
PDE2,3 5 cyclic nucleotide phosphodiesterase,"frozenset({<Gene YALI0E32527g at 0x7f41337a2410>, <Gene YALI0A08041g at 0x7f41337a2350>})"
PDE3,3 5 cyclic nucleotide phosphodiesterase,"frozenset({<Gene YALI0E32527g at 0x7f41337a2410>, <Gene YALI0A08041g at 0x7f41337a2350>})"
PDE4,3 5 cyclic nucleotide phosphodiesterase,"frozenset({<Gene YALI0E32527g at 0x7f41337a2410>, <Gene YALI0A08041g at 0x7f41337a2350>})"
PDE5,3 5 cyclic nucleotide phosphodiesterase,"frozenset({<Gene YALI0E32527g at 0x7f41337a2410>, <Gene YALI0A08041g at 0x7f41337a2350>})"
O2ter,O2 transport endoplasmic reticulum,frozenset()
PDX5PO,pyridoxine 5 phosphate oxidase,frozenset({<Gene YALI0D14322g at 0x7f41337a2510>})
PETHCT,phosphoethanolamine cytidyltransferase,frozenset({<Gene YALI0C06303g at 0x7f41337a2590>})
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,frozenset()
PEtg_SC,phosphatidylethanolamine Golgi transport yeast specific,frozenset()
PEtm_SC,phosphatidylethanolamine mitochondrial transport yeast specific,frozenset()
PEtv_SC,phosphatidylethanolamine vacuolar transport yeast specific,frozenset()
SQLter,squalene endoplamic reticular transport,frozenset()
PFK26,6 phosphofructo 2 kinase,"frozenset({<Gene YALI0F27885g at 0x7f41337a2790>, <Gene YALI0E17633g at 0x7f41337e7c10>, <Gene YALI0D21010g at 0x7f41337a2690>})"
PFK_2,Phosphofructokinase,frozenset({<Gene YALI0D16357g at 0x7f41337e19d0>})
PFK_3,phosphofructokinase s7p ,frozenset({<Gene YALI0D16357g at 0x7f41337e19d0>})
PGAMT,phosphoglucosamine mutase,frozenset({<Gene YALI0E29579g at 0x7f413382b6d0>})
ATPS,ATPase cytosolic,frozenset({<Gene YALI0B22066g at 0x7f41337a27d0>})
CO2t,CO2 transporter via diffusion,frozenset()
GLCt1,glucose transport uniport ,"frozenset({<Gene YALI0A08998g at 0x7f41337e1e10>, <Gene YALI0D18876g at 0x7f41337e1c10>, <Gene YALI0B00396g at 0x7f41337e1c50>, <Gene YALI0A01958g at 0x7f41337e1e50>, <Gene YALI0D00132g at 0x7f41337e1c90>, <Gene YALI0E23287g at 0x7f41337e1d10>, <Gene YALI0B01342g at 0x7f41337e1d50>, <Gene YALI0D01111g at 0x7f41337e1b50>})"
H2Ot,H2O transport via diffusion,frozenset()
INSTt2,inositol transport in via proton symport,frozenset({<Gene YALI0F23903g at 0x7f41337a2bd0>})
NH4t,ammonia reversible transport,"frozenset({<Gene YALI0E27203g at 0x7f41337a2c10>, <Gene YALI0C23617g at 0x7f41337a2610>, <Gene YALI0F12925g at 0x7f41337a2850>, <Gene YALI0B13794g at 0x7f41337a2a50>, <Gene YALI0A19228g at 0x7f41337a2c50>, <Gene YALI0F16896g at 0x7f41337a2a90>, <Gene YALI0A02244g at 0x7f41337a2710>, <Gene YALI0C23298g at 0x7f41337a2b90>})"
PGPPAm_SC,phosphatidylglycerol phosphate phosphatase A yeast specific mitochondrial,frozenset()
PHCDm,L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase,frozenset({<Gene YALI0B09647g at 0x7f4133809750>})
O2t,o2 transport diffusion ,frozenset()
PHETRS,Phenylalanyl tRNA synthetase,"frozenset({<Gene YALI0C18535g at 0x7f41337a2d90>, <Gene YALI0D16643g at 0x7f41337a2e90>, <Gene YALI0E22979g at 0x7f41337a2d50>})"
PHETRSm,phenylalanyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0D16643g at 0x7f41337a2e90>, <Gene YALI0C18535g at 0x7f41337a2d90>, <Gene YALI0E22979g at 0x7f41337a2d50>})"
PHEt2m,Phenylalanine mitochondrial transport via proton symport,frozenset()
PHEt2r,L phenylalanine reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
PI3P4K_SC,phosphatidylinositol 3 phosphate 4 kinase yeast specific,frozenset()
PI45BPP_SC,1 phosphatidylinositol 4 5 bisphosphate phosphodiesterase yeast specific,frozenset({<Gene YALI0C04180g at 0x7f41337a2f10>})
PI4P5K_SC,phosphatidylinositol 4 phosphate 5 kinase yeast specfic,frozenset({<Gene YALI0F23573g at 0x7f41337a2dd0>})
PIN3K_SC,1 phosphatidylinositol 3 kinase yeast specific,frozenset({<Gene YALI0F09559g at 0x7f41337a2ed0>})
PIN4K_SC,phosphatidylinositol 4 kinase yeast specific,"frozenset({<Gene YALI0E28153g at 0x7f41337a9050>, <Gene YALI0B02376g at 0x7f41337a90d0>})"
PIN4Kn_SC,phosphatidylinositol 4 kinase nuclear yeast specifc,"frozenset({<Gene YALI0B02376g at 0x7f41337a90d0>, <Gene YALI0E28153g at 0x7f41337a9050>})"
PIt2r,phosphate reversible transport via symport,"frozenset({<Gene YALI0D08382g at 0x7f41337a9210>, <Gene YALI0E23859g at 0x7f41337a9150>, <Gene YALI0E31064g at 0x7f41337a2ad0>, <Gene YALI0A15125g at 0x7f41337a28d0>})"
PIt2m,phosphate transporter mitochondrial,frozenset({<Gene YALI0C05753g at 0x7f41337a9190>})
SO4ti,sulfate irreversible uniport,"frozenset({<Gene YALI0F23023g at 0x7f41337a92d0>, <Gene YALI0B17930g at 0x7f41337a91d0>})"
PIt2p,phosphate peroxisomal transport via proton symport,frozenset()
2OXOADPtim,2 oxoadipate transport out of mitochondria via diffusion,frozenset()
PIt2v,phosphate vacuolar transport via proton symport,frozenset()
3C3HMPtm,2 Isopropylmalate transport diffusion mitochondrial,frozenset()
PMDPHT,pyrimidine phosphatase,frozenset()
